Source_ID,Source_Name,Status_Code,Status_Description,Type_Code,Type_Desc,Address,City,State_Abbr,Postal_Code,Degree_of_Shortage,Designation_Date,Designation_Last_Update_Date,Designation_Pop,Estimated_Underserved_Pop,Estimated_Served_Pop,Formal_Ratio,Total_FTE_Clinicians,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Provider_Ratio_Goal,Percent_Pop_Below_Poverty,HPSA_Score,HPSA_Shortage,Discipline_Class_Num,Discipline_Class_Desc,Component_Source_ID,Component_Source_Name,Component_Status_Code,Component_Status_Desc,Component_Type_Code,Component_Type_Desc,Component_State_Abbr,Component_Postal_Code,Component_Designation_Date,Component_Designation_Date_String,Component_Designation_Last_Update_Date,Geography_ID,CountyFIPS,County_Name,StateCountyFIPS,State_FIPS,State_Abbr_2,State_Name,Primary_State_Name,Primary_State_FIPS,Primary_HHS_Region_Name,US_Mexico_Border_County,US_Mexico_Border_100km,Data_Warehouse_Record_Create_Date,Data_Warehouse_Record_Create_Date_Text,HPSA_Name,HPSA_Component_Name,Break_in_Designation,Geocoding_Primary_X,Geocoding_Primary_Y,HPSA_Pop_Type_Code,HPSA_Pop_Type_Desc,HPSA_Resident_Civilian_Pop,Common_City_Name_with_State_Abbr,Common_Postal_Code,Common_County_Name,Common_StateCounty_FIPS,Common_State_Abbr,Common_State_Name,Common_State_FIPS,Common_Region_Name,HPSA_Withdrawn_Date,HPSA_Withdrawn_Date_String,Provider_Type,Rural_Status_Code,Rural_Status_Desc,HPSA_Designation_Pop_Type_Desc,BHCMIS_OrgID
632999324I,FALLON TRIBAL HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1001 Rio Vista Dr,Fallon,NV,89406-5463,,7/21/2011,9/9/2019,,,,,,M,Metropolitan,,,22,,6,Dental Health,632999324I,FALLON TRIBAL HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,1,Churchill,32001,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,Fallon Tribal Health Center,Fallon Tribal Health Center,N,-118.7576825,39.48566729,,,,Fallon,89406,"Churchill County, NV",32001,NV,Nevada,32,Region IX,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
632999324H,"NEVADA URBAN INDIAN, INC",D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",6512 S Mccarran Blvd Ste A,Reno,NV,89509-6141,,10/26/2003,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,632999324H,"NEVADA URBAN INDIAN, INC",0,Unknown,UNK,Unknown,,,,,,POINT,31,Washoe,32031,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,"Nevada Urban Indian, Inc.","Nevada Urban Indian, Inc.",N,-119.7994678,39.47663547,,,,Reno,89509,"Washoe County, NV",32031,NV,Nevada,32,Region IX,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6329993242,NEWE MEDICAL CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",400 B Newe Vw,Ely,NV,89301-3139,,9/19/2006,9/9/2019,,,,,,N,Non-Metropolitan,,,14,,6,Dental Health,6329993242,NEWE MEDICAL CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,33,White Pine,32033,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,Newe Medical Clinic,Newe Medical Clinic,N,-114.8708059,39.22743721,,,,Ely,89301,"White Pine County, NV",32033,NV,Nevada,32,Region IX,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6329993236,MOAPA HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Lincoln St,Moapa,NV,89025,,10/26/2002,8/18/2019,,,,,,N,Non-Metropolitan,,,9,,6,Dental Health,6329993236,MOAPA HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,3,Clark,32003,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,Moapa Health Station,Moapa Health Station,N,-114.642686,36.66366661,,,,Moapa,89025,"Clark County, NV",32003,NV,Nevada,32,Region IX,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6329993205,PYRAMID LAKE TRIBAL HLTH CTR,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",705 NV-446,Nixon,NV,89424,,4/23/2013,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,6329993205,PYRAMID LAKE TRIBAL HLTH CTR,0,Unknown,UNK,Unknown,,,,,,POINT,31,Washoe,32031,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,Pyramid Lake Tribal Health Center,Pyramid Lake Tribal Health Center,N,-119.5090967,39.88311488,,,,Nixon,89424,"Washoe County, NV",32031,NV,Nevada,32,Region IX,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6323857143,NEVADA SKIES YOUTH WELLNESS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Ranch Rd,Reno,NV,89510,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,10,,6,Dental Health,6323857143,NEVADA SKIES YOUTH WELLNESS,0,Unknown,UNK,Unknown,,,,,,POINT,31,Washoe,32031,32,NV,Nevada,Nevada,32,Region IX,N,N,12/17/2019,12/17/2019,Nevada Skies Youth Wellness,Nevada Skies Youth Wellness,N,-119.2940007,39.62785613,,,,Reno,89510,"Washoe County, NV",32031,NV,Nevada,32,Region IX,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6319993170,SANTEE SIOUX HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",110 S Visiting Eagle St,Niobrara,NE,68760-7201,,4/3/2012,9/9/2019,,,,,,M,Metropolitan,,,18,,6,Dental Health,6319993170,SANTEE SIOUX HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,107,Knox,31107,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Santee Sioux Health Center,Santee Sioux Health Center,N,-97.85501757,42.83649128,,,,Niobrara,68760,"Knox County, NE",31107,NE,Nebraska,31,Region VII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
631999316Z,FRED LEROY HEALTH AND WELLNESS CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",2602 J St,Omaha,NE,68107-1643,,5/18/2011,9/9/2019,,,,,,M,Metropolitan,,,20,,6,Dental Health,631999316Z,FRED LEROY HEALTH AND WELLNESS CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,55,Douglas,31055,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Fred Leroy Health and Wellness Center,Fred Leroy Health and Wellness Center,N,-95.95102306,41.21471346,,,,Omaha,68107,"Douglas County, NE",31055,NE,Nebraska,31,Region VII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6319993145,CARL CURTIS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",100 Indian Hills Dr,Macy,NE,68039-3023,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,24,,6,Dental Health,6319993145,CARL CURTIS,0,Unknown,UNK,Unknown,,,,,,POINT,173,Thurston,31173,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Carl Curtis,Carl Curtis,N,-96.35416099,42.113841,,,,Macy,68039,"Thurston County, NE",31173,NE,Nebraska,31,Region VII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6319993105,WINNEBAGO HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",US HH 77/75,Winnebago,NE,68071,,10/26/2002,8/18/2019,,,,,,M,Metropolitan,,,23,,6,Dental Health,6319993105,WINNEBAGO HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,173,Thurston,31173,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Winnebago Hospital,Winnebago Hospital,N,-96.47243999,42.23991,,,,Winnebago,68071,"Thurston County, NE",31173,NE,Nebraska,31,Region VII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6319993104,PONCA HILLS HEALTH/WELLNESS CR,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1800 Syracuse Ave,Norfolk,NE,68701-2458,,4/4/2013,9/9/2019,,,,,,M,Metropolitan,,,12,,6,Dental Health,6319993104,PONCA HILLS HEALTH/WELLNESS CR,0,Unknown,UNK,Unknown,,,,,,POINT,119,Madison,31119,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Ponca Hills Health/Wellness Cr,Ponca Hills Health/Wellness Cr,N,-97.43205069,42.04895848,,,,Norfolk,68701,"Madison County, NE",31119,NE,Nebraska,31,Region VII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6318644195,"NEBRASKA URBAN INDIAN HEALTH COALITION, INC",D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",2240 Landon Ct,Omaha,NE,68102-2414,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,19,,6,Dental Health,6318644195,"NEBRASKA URBAN INDIAN HEALTH COALITION, INC",0,Unknown,UNK,Unknown,,,,,,POINT,55,Douglas,31055,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,"Nebraska Urban Indian Health Coalition, Inc.","Nebraska Urban Indian Health Coalition, Inc.",N,-95.94619241,41.25480952,,,,Omaha,68102,"Douglas County, NE",31055,NE,Nebraska,31,Region VII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6313718311,WINNEBAGO TRIBAL HLTH PROGRAM,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",225 S Bluff St,Winnebago,NE,68071,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,24,,6,Dental Health,6313718311,WINNEBAGO TRIBAL HLTH PROGRAM,0,Unknown,UNK,Unknown,,,,,,POINT,173,Thurston,31173,31,NE,Nebraska,Nebraska,31,Region VII,N,N,12/17/2019,12/17/2019,Winnebago Tribal Health Program,Winnebago Tribal Health Program,N,-96.47194259,42.23137317,,,,Winnebago,68071,"Thurston County, NE",31173,NE,Nebraska,31,Region VII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999305A,HEART BUTTE HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",81 Disneyland Rd,Heart Butte,MT,59448-5007,,3/31/2015,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,630999305A,HEART BUTTE HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,73,Pondera,30073,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Heart Butte Health Station,Heart Butte Health Station,N,-112.8320528,48.28292605,,,,Heart Butte,59448,"Pondera County, MT",30073,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304S,LODGE GRASS HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Harding Ave,Lodge Grass,MT,59050,,10/26/2003,9/9/2019,,,,,,M,Metropolitan,,,22,,6,Dental Health,630999304S,LODGE GRASS HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,3,Big Horn,30003,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Lodge Grass Health Center,Lodge Grass Health Center,N,-107.3678005,45.31087439,,,,Lodge Grass,59050,"Big Horn County, MT",30003,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304Q,PRYOR HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Pryor Gap Rd,Pryor,MT,59066,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,22,,6,Dental Health,630999304Q,PRYOR HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,3,Big Horn,30003,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Pryor Health Station,Pryor Health Station,N,-108.6146402,45.28465943,,,,Pryor,59066,"Big Horn County, MT",30003,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304O,WOLF POINT HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",550 6th Ave N,Wolf Point,MT,59201-6000,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,22,,6,Dental Health,630999304O,WOLF POINT HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,85,Roosevelt,30085,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Wolf Point Health Center,Wolf Point Health Center,N,-105.6468344,48.09501916,,,,Wolf Point,59201,"Roosevelt County, MT",30085,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304K,HAYS HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",453 Pine Grove Rd,Hays,MT,59527,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,24,,6,Dental Health,630999304K,HAYS HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,5,Blaine,30005,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Hays Health Station,Hays Health Station,N,-108.6847193,47.99965337,,,,Hays,59527,"Blaine County, MT",30005,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304I,NORTH AMERICAN INDIAN ALLIANCE,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",55 E Galena St,Butte,MT,59701-1703,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,14,,6,Dental Health,630999304I,NORTH AMERICAN INDIAN ALLIANCE,0,Unknown,UNK,Unknown,,,,,,POINT,93,Silver Bow,30093,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,North American Indian Alliance,North American Indian Alliance,N,-112.5337623,46.01221649,,,,Butte,59701,"Silver Bow County, MT",30093,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304H,MISSOULA URBAN INDIAN HLTH CTR,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",830 W Central Ave,Missoula,MT,59801-7931,,10/26/2002,9/9/2019,,,,,,M,Metropolitan,,,22,,6,Dental Health,630999304H,MISSOULA URBAN INDIAN HLTH CTR,0,Unknown,UNK,Unknown,,,,,,POINT,63,Missoula,30063,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Missoula Urban Indian Health Center,Missoula Urban Indian Health Center,N,-114.01101,46.85068851,,,,Missoula,59801,"Missoula County, MT",30063,MT,Montana,30,Region VIII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
630999304G,INDIAN FAMILY HEALTH CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",1220 Central Ave Ste 1-B,Great Falls,MT,59401-3752,,10/26/2003,9/9/2019,,,,,,M,Metropolitan,,,24,,6,Dental Health,630999304G,INDIAN FAMILY HEALTH CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,13,Cascade,30013,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Indian Family Health Clinic,Indian Family Health Clinic,N,-111.2854492,47.50519649,,,,Great Falls,59401,"Cascade County, MT",30013,MT,Montana,30,Region VIII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993049,HELENA INDIAN ALLIANCE (HIA),D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",501 Euclid Ave,Helena,MT,59601-2865,,7/2/2010,9/9/2019,,,,,,M,Metropolitan,,,12,,6,Dental Health,6309993049,HELENA INDIAN ALLIANCE (HIA),0,Unknown,UNK,Unknown,,,,,,POINT,49,Lewis and Clark,30049,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Helena Indian Alliance (Hia),Helena Indian Alliance (Hia),N,-112.0446189,46.59918214,,,,Helena,59601,"Lewis and Clark County, MT",30049,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993028,HARLEM HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",669 Agency Main St,Harlem,MT,59526-9455,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,24,,6,Dental Health,6309993028,HARLEM HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,5,Blaine,30005,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Harlem Hospital,Harlem Hospital,N,-108.7623673,48.48153923,,,,Harlem,59526,"Blaine County, MT",30005,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993027,POPLAR HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",107 H St E,Poplar,MT,59255,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6309993027,POPLAR HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,85,Roosevelt,30085,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Poplar Health Center,Poplar Health Center,N,-105.1935225,48.1148874,,,,Poplar,59255,"Roosevelt County, MT",30085,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993026,ROCKY BOY HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",535 Clinic Rd E,Box Elder,MT,59521-8826,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6309993026,ROCKY BOY HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,41,Hill,30041,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Rocky Boy Health Center,Rocky Boy Health Center,N,-109.7769658,48.26224328,,,,Box Elder,59521,"Hill County, MT",30041,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993025,FLATHEAD TRIBAL CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",35401 Mission Dr,Saint Ignatius,MT,59865,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6309993025,FLATHEAD TRIBAL CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Flathead Tribal Clinic,Flathead Tribal Clinic,N,-114.1048993,47.31745606,,,,Saint Ignatius,59865,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993024,LAME DEER HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",100 Cheyenne Ave,Lame Deer,MT,59043,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6309993024,LAME DEER HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,87,Rosebud,30087,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Lame Deer Health Center,Lame Deer Health Center,N,-106.6656834,45.62203274,,,,Lame Deer,59043,"Rosebud County, MT",30087,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309993022,BROWNING HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",760 Hospital Cir,Browning,MT,59417,,10/26/2002,9/9/2019,,,,,,N,Non-Metropolitan,,,22,,6,Dental Health,6309993022,BROWNING HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,35,Glacier,30035,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Browning Hospital,Browning Hospital,N,-113.0191941,48.56597591,,,,Browning,59417,"Glacier County, MT",30035,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6309756822,CROW HOSPITAL,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",S 7650 E,Crow Agency,MT,59022,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6309756822,CROW HOSPITAL,0,Unknown,UNK,Unknown,,,,,,POINT,3,Big Horn,30003,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Crow Hospital,Crow Hospital,N,-107.45001,45.58225416,,,,Crow Agency,59022,"Big Horn County, MT",30003,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6306136808,ARLEE HEALTH STATION,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",71972 Bitterroot Jim Rd,Arlee,MT,59821-7735,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6306136808,ARLEE HEALTH STATION,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Arlee Health Station,Arlee Health Station,N,-114.0909407,47.16837233,,,,Arlee,59821,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6305580628,SALISH KOOTENAI COLLEGE HC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",35959 Big Knife Ln,Ronan,MT,59864,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,21,,6,Dental Health,6305580628,SALISH KOOTENAI COLLEGE HC,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Salish Kootenai College Health Center,Salish Kootenai College Health Center,N,-114.1121773,47.59542652,,,,Ronan,59864,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6305123964,POLSON HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",5 4th Ave E,Polson,MT,59860-2117,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6305123964,POLSON HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Polson Health Center,Polson Health Center,N,-114.1623585,47.69233448,,,,Polson,59860,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6304120946,ELMO HEALTH CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",33116 US Highway 93,Elmo,MT,59915,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6304120946,ELMO HEALTH CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Elmo Health Center,Elmo Health Center,N,-114.3489875,47.83196221,,,,Elmo,59915,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6303103793,BABB HEALTH LOCATION (SCHOOL),D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",,Babb,MT,59411,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,21,,6,Dental Health,6303103793,BABB HEALTH LOCATION (SCHOOL),0,Unknown,UNK,Unknown,,,,,,POINT,35,Glacier,30035,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Babb Health Location (School),Babb Health Location (School),N,-113.43753,48.87206,,,,Babb,59411,"Glacier County, MT",30035,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6303008125,RONAN HEALTH CLINIC,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",2 8th Ave SW,Ronan,MT,59864,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6303008125,RONAN HEALTH CLINIC,0,Unknown,UNK,Unknown,,,,,,POINT,47,Lake,30047,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Ronan Health Clinic,Ronan Health Clinic,N,-114.1090777,47.52867469,,,,Ronan,59864,"Lake County, MT",30047,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6302880093,NATIVE AMERICAN DEVELOPMENT CORP,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",17 N 26th St,Billings,MT,59101-2303,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,21,,6,Dental Health,6302880093,NATIVE AMERICAN DEVELOPMENT CORP,0,Unknown,UNK,Unknown,,,,,,POINT,111,Yellowstone,30111,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Native American Development Corporation,Native American Development Corporation,N,-108.5029993,45.78305072,,,,Billings,59101,"Yellowstone County, MT",30111,MT,Montana,30,Region VIII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6301017204,HOT SPRINGS,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",600 1st Ave N,Hot Springs,MT,59845,,8/18/2019,9/9/2019,,,,,,0,Unknown,,,22,,6,Dental Health,6301017204,HOT SPRINGS,0,Unknown,UNK,Unknown,,,,,,POINT,89,Sanders,30089,30,MT,Montana,Montana,30,Region VIII,N,N,12/17/2019,12/17/2019,Hot Springs,Hot Springs,N,-114.6760151,47.60988145,,,,Hot Springs,59845,"Sanders County, MT",30089,MT,Montana,30,Region VIII,,,,R,Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
6293234957,KANSAS CITY INDIAN CENTER,D,Designated,ITU,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",600 W 39th St,Kansas City,MO,64111-2910,,8/18/2019,8/18/2019,,,,,,0,Unknown,,,17,,6,Dental Health,6293234957,KANSAS CITY INDIAN CENTER,0,Unknown,UNK,Unknown,,,,,,POINT,95,Jackson,29095,29,MO,Missouri,Missouri,29,Region VII,N,N,12/17/2019,12/17/2019,Kansas City Indian Center,Kansas City Indian Center,N,-94.59328946,39.05687151,,,,Kansas City,64111,"Jackson County, MO",29095,MO,Missouri,29,Region VII,,,,N,Non-Rural,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",
